 Subj,#,Title,Comp Numb,Sec,Instructor
NR,6391,Master's Thesis Research,11526,SC,"Schaberg, Paul Gerard"
NR,6391,Master's Thesis Research,11893,SG,"Strong, Allan M"
NR,6391,Master's Thesis Research,11529,SI,"Stokowski, Patricia "
NR,6391,Master's Thesis Research,11527,SK,"Stepenuck, Kristine Frances"
NR,6391,Master's Thesis Research,11528,SL,"Stockwell, Jason Dana"
NR,6391,Master's Thesis Research,11530,VA,"Vatovec, Christine M"
NR,6392,Master's Project Research,12369,C,"Poleman, Walter Mallery"
NR,6392,Master's Project Research,12370,D,"Kolan, Matthew Peter"
NR,6392,Master's Project Research,13024,E,"Stepenuck, Kristine Frances"
NR,6410,Ecological Economic Theory,15776,A,"Bliss, Samuel C"
NR,6430,Fndmtls of Geog Info Systems,14902,A,"Erickson, Daniel L"
NR,6430,Fndmtls of Geog Info Systems,14902,A,"Erickson, Daniel L"
NR,6720,Transdisc Leadshp & Creatvty,14168,OL1,"Kolan, Matthew Peter"
NR,6880,Ecological Leadership Seminar,11841,OL1,"Kolan, Matthew Peter"
NR,6990,Qual. Methods: Commun-Based RM,15773,A,"Uddin, M. Salim "
NR,6990,Sustainability Leadership Semi,15527,OL1,"Kolan, Matthew Peter"
NR,6990,Aquatic Toxicology,15946,OL2,"Donovan, Therese "
NR,6990,System Dynamics,16042,OL3,"Erickson, Jon "
NR,6993,Independent Study:MLS,16048,A,"Kolan, Matthew Peter"
NR,7491,Doctoral Dissertation Research,11531,AA,"Adair, Elizabeth Carol"
NR,7491,Doctoral Dissertation Research,11532,BA,"Bierman, Paul Robert"
NR,7491,Doctoral Dissertation Research,11533,BB,"Bowden, William "
NR,7491,Doctoral Dissertation Research,12906,BM,"Mosher, Brittany Ann"
NR,7491,Doctoral Dissertation Research,11789,DA,"Damato, Anthony W"
NR,7491,Doctoral Dissertation Research,11534,DB,"Danks, Cecilia Marie"
NR,7491,Doctoral Dissertation Research,11535,DC,"Donovan, Therese "
NR,7491,Doctoral Dissertation Research,11536,EA,"Erickson, Jon "
NR,7491,Doctoral Dissertation Research,11790,FA,"Farley, Joshua "
NR,7491,Doctoral Dissertation Research,11791,FB,"Fisher, Brendan Patrick"
NR,7491,Doctoral Dissertation Research,11537,GA,"Galford, Gillian Laura"
NR,7491,Doctoral Dissertation Research,11538,GB,"Ginger, Clare A."
NR,7491,Doctoral Dissertation Research,11897,GC,"Gould, Rachelle K"
NR,7491,Doctoral Dissertation Research,16069,HE,"Henderson, Mark J"
NR,7491,Doctoral Dissertation Research,11539,IA,"Ivakhiv, Adrian "
NR,7491,Doctoral Dissertation Research,11540,KA,"Keeton, William "
NR,7491,Doctoral Dissertation Research,11541,MA,"Marsden, J. Ellen "
NR,7491,Doctoral Dissertation Research,11542,MC,"Murdoch, James Dudley"
NR,7491,Doctoral Dissertation Research,13573,MK,"Kolan, Matthew Peter"
NR,7491,Doctoral Dissertation Research,12368,MO,"Morales, Ana Melinda"
NR,7491,Doctoral Dissertation Research,11543,PA,"Panikkar, Bindu "
NR,7491,Doctoral Dissertation Research,11545,PC,"Poleman, Walter Mallery"
NR,7491,Doctoral Dissertation Research,11546,RA,"Ricketts, Taylor "
NR,7491,Doctoral Dissertation Research,11895,RB,"Roy, Eric Daniel"
NR,7491,Doctoral Dissertation Research,16070,SA,"Schroth, Andrew William"
NR,7491,Doctoral Dissertation Research,11548,SB,"Stepenuck, Kristine Frances"
NR,7491,Doctoral Dissertation Research,11549,SC,"Stockwell, Jason Dana"
NR,7491,Doctoral Dissertation Research,11550,SD,"Stokowski, Patricia "
NR,7491,Doctoral Dissertation Research,11896,SE,"Strong, Allan M"
NSCI,1070,First-Year NSCI Seminar,13693,A,"Anacker, Allison M"
NSCI,2100,Exploring Neuroscience w/lab,14903,A,"Anacker, Allison M"
NSCI,2100,Exploring Neuroscience w/lab,14904,A01,"Mullen, Patrick Corbin"
NSCI,2100,Exploring Neuroscience w/lab,14905,A02,"Mullen, Patrick Corbin"
NSCI,2100,Exploring Neuroscience w/lab,14906,A03,"Mullen, Patrick Corbin"
NSCI,2105,Exploring Neuroscience,12137,A,"Anacker, Allison M"
NSCI,2990,Exploring Neurosci. lab only,14949,A01,"Mullen, Patrick Corbin"
NSCI,2990,Exploring Neurosci. lab only,14950,A02,"Mullen, Patrick Corbin"
NSCI,2990,Exploring Neurosci. lab only,14951,A03,"Mullen, Patrick Corbin"
NSCI,2995,Undergraduate Research,10523,A,"Mullen, Patrick Corbin"
NSCI,2995,Undergraduate Research,10792,B,"Mullen, Patrick Corbin"
NSCI,2995,Undergraduate Research,11714,C,"Dumas, Julie A"
NSCI,2995,Undergraduate Research,11716,E,"Wellman, George Clarence"
NSCI,2995,Undergraduate Research,11717,F,"Vizzard, Margaret "
NSCI,2995,Undergraduate Research,11718,G,"Cannizzaro, Michael Steven"
NSCI,2995,Undergraduate Research,11827,H,"Boyson, Jonathan Eric"
NSCI,2995,Undergraduate Research,12251,I,"Quenet, Delphine C"
NSCI,2995,Undergraduate Research,12721,J,"Erdos, Benedek "
NSCI,2995,Undergraduate Research,13614,K,"Di Genova, Bruno Martorelli "
NSCI,2995,Undergraduate Research,13615,L,"Bauerly, Kimberly R"
NSCI,2995,Undergraduate Research,14551,M,"Stafford, James M"
NSCI,3250,Human Neuroanatomy,10807,A,"Spear, Estelle Trego"
NSCI,3250,Human Neuroanatomy,10845,A01,"Spear, Estelle Trego"
NSCI,3250,Human Neuroanatomy,10846,A02,"Spear, Estelle Trego"
NSCI,3500,Neuroregeneration,14681,A,"Jebbett, Nathan J."
NSCI,3610,Neurobiology for Majors,14907,A,"Mullen, Patrick Corbin"
NSCI,3995,Undergraduate Research,10524,A,"Mullen, Patrick Corbin"
NSCI,3995,Undergraduate Research,11719,B,"Mullen, Patrick Corbin"
NSCI,3995,Undergraduate Research,11720,C,"Dumas, Julie A"
NSCI,3995,Undergraduate Research,11722,E,"Wellman, George Clarence"
NSCI,3995,Undergraduate Research,11723,F,"Vizzard, Margaret "
NSCI,3995,Undergraduate Research,11724,G,"Cannizzaro, Michael Steven"
NSCI,3995,Undergraduate Research,12253,H,"Freeman, Kalev "
NSCI,3995,Undergraduate Research,12252,I,"Quenet, Delphine C"
NSCI,4500,Diseases of the Nervous System,10673,A,"Mullen, Patrick Corbin"
NSCI,4994,Teaching Assistantship,16049,OL1,"Hammack, Sayamwong E."
NSCI,4996,Honors,10726,A,"Mullen, Patrick Corbin"
NSCI,6020,Neuroscience,12743,A,"Ricci, Anna Livvia"
NSCI,6071,Medical Neuroscience Part 1,15710,A,"Jebbett, Nathan J."
NSCI,6071,Medical Neuroscience Part 1,15710,A,"Jebbett, Nathan J."
NSCI,6270,Resp Conduct in Biomed Rsch,10808,A,"Mawe, Gary M. "
NSCI,6270,Resp Conduct in Biomed Rsch,11783,ZRA,"Mawe, Gary M. "
NSCI,6391,Master's Thesis Research,10528,A,"Nishi, Rae "
NSCI,6820,Seminar in Neuroscience,10809,A,"Morielli, Anthony D"
NSCI,6990,Brain-Computer Interfaces,15713,A,"Jangraw, David "
NSCI,7491,Doctoral Dissertation Research,10529,A,"Erdos, Benedek "
NSCI,7491,Doctoral Dissertation Research,10873,C,"Vizzard, Margaret "
NSCI,7491,Doctoral Dissertation Research,10874,D,"May, Victor "
NSCI,7491,Doctoral Dissertation Research,10875,E,"Green, John Thomas"
NSCI,7491,Doctoral Dissertation Research,10876,F,"Green, John Thomas"
NSCI,7491,Doctoral Dissertation Research,10877,G,"Berger, Christopher Lewis"
NSCI,7491,Doctoral Dissertation Research,10878,H,"Mawe, Gary M. "
NSCI,7491,Doctoral Dissertation Research,10879,I,"Morielli, Anthony D"
NSCI,7491,Doctoral Dissertation Research,10880,J,"Prelock, Patricia A"
NSCI,7491,Doctoral Dissertation Research,10908,K,"Todd, Travis P"
NSCI,7491,Doctoral Dissertation Research,11402,L,"Cipolla, Marilyn Jo"
NSCI,7491,Doctoral Dissertation Research,11855,M,"Nelson, Mark Tuxford"
NSCI,7491,Doctoral Dissertation Research,11882,O,"Hammack, Sayamwong E."
NSCI,7491,Doctoral Dissertation Research,11883,P,"Spees, Jeffrey L."
NSCI,7491,Doctoral Dissertation Research,12206,Q,"Francklyn, Christopher Steward"
NSCI,7491,Doctoral Dissertation Research,12450,R,"May, Victor "
NSCI,7491,Doctoral Dissertation Research,12960,S,"Stanley, Molly A"
NSCI,7491,Doctoral Dissertation Research,13514,T,"Freeman, Kalev "
NSCI,7491,Doctoral Dissertation Research,13515,U,"Dumas, Julie A"
NSCI,7491,Doctoral Dissertation Research,13516,V,"Peters, Denise M"
NSCI,7491,Doctoral Dissertation Research,13517,W,"Krementsov, Dimitry N."
NSCI,7491,Doctoral Dissertation Research,14545,X,"Stafford, James M"
NSCI,7491,Doctoral Dissertation Research,15962,Y,"Ebert, Alicia Marie"
NURS,3000,Health and Sustainability,12656,OL1,"Abajian, Michael John"
OBGY,2995,Undergraduate Research,15783,A,"Nallasamy, Shanmugasundaram "
ORTH,3910,Rsch in Orth & Rehab,12245,A,"Beynnon, Bruce David"
OSSP,1,External/Direct/ISEP Direct,10505,B,"Middleton, Caylie R"
OSSP,1,External/Direct AcadYear,10506,C,"Middleton, Caylie R"
OSSP,10,ISEP/UVMExchange INCLUSIVE I/S,10507,A,"Middleton, Caylie R"
OSSP,10,ISEP/UVMExchange INCLUSIVE O/S,10687,B,"Middleton, Caylie R"
OSSP,10,Exchange Inclusive I/S,10688,C,"Middleton, Caylie R"
OSSP,10,ISEP/UVMINCLUSIVEO/SAcadYear,10785,D,"Middleton, Caylie R"
OSSP,20,UVMExchange TUITION_FEES I/S,10508,A,"Middleton, Caylie R"
OSSP,20,UVMExchange TUITION_FEES O/S,10685,B,"Middleton, Caylie R"
OSSP,20,UVM TUITIONFEES I/S AcadYear,10686,C,"Middleton, Caylie R"
OSSP,20,UVM TUITIONFEES O/S AcadYear,10786,D,"Middleton, Caylie R"
OSSP,30,UVM Semester (Costa Rica),10848,A,"Middleton, Caylie R"
OSSP,40,UVMExchange TUITION_ONLY I/S,12213,A,"Middleton, Caylie R"
OSSP,40,UVMExchange TUITION_Only O/S,12214,B,"Middleton, Caylie R"
OSSP,50,UVM in Galway,14409,A,"Middleton, Caylie R"
OSSP,50,UVM in Auckland,13523,B,"Middleton, Caylie R"
OT,7200,Therapeutic Interventions,13982,A,"Feretti, Ann Marie "
OT,7200,Therapeutic Interventions,13982,A,"Feretti, Ann Marie "
OT,7240,Vis&Cog-Percep Infl Occupation,13984,A,"Hawko, Nicola P"
OT,7250,Older Adults as Occup Beings,13983,A,"Hawko, Nicola P"
OT,7250,Older Adults as Occup Beings,13983,A,"Hawko, Nicola P"
OT,7250,Older Adults as Occup Beings,13983,A,"Hawko, Nicola P"
OT,7550,Children as Occup Beings,15156,A,"Krebs, Kimberly M"
OT,7550,Children as Occup Beings,15156,A,"Krebs, Kimberly M"
OT,7550,Children as Occup Beings,15156,A,"Krebs, Kimberly M"
OT,7560,Living Life to the Fullest,15158,A,"Feretti, Ann Marie "
OT,7570,Research III:  Disseminating,15160,A,"Priganc, Victoria Wagner"
OT,7590,Becoming Life Long Pract,15157,A,"Krebs, Kimberly M"
OT,7620,Capstone III: Proposal Defense,15159,A,"Maynard, Margaret Chapel"
PA,3060,Intro Cont Public Affairs,15166,A,"Brown, Andrew P"
PA,6020,Org Theory & Behavior,13485,A,"Gallese, Christine P"
PA,6060,Policy Systems,12347,A,"Shrum, Trisha R"
PA,6170,SL:Systems Anly&Strategic Mgmt,12348,A,"Spett, Emma Jane"
PA,6230,Non-Profit Administration,15132,A,"Brown, Andrew P"
PA,6260,Community Economic Development,13301,A,"Tobin, Daniel "
PA,6391,Master's Thesis Research,10213,A,"Reynolds, Travis William"
PA,6750,Public Administration Capstone,12349,A,"Brown, Andrew P"
PA,6990,Ecological Economics Theory,15757,A,"Bliss, Samuel C"
PA,6991,Internship,10212,A,"Brown, Andrew P"
PATH,2995,Undergraduate Research,15985,A,"Cunniff, Brian S."
PATH,6070,Molecular Pathology,13167,OL1,"Anathy, Vikas "
PATH,6090,Pathology Grand Rounds,13168,OL1,"Shukla, Arti "
PATH,6100,Clinical Genomic Medicine,13166,A,"Conant, Joanna Lin"
PATH,6250,Genetics for Clinicians,12428,OL1,"Shukla, Arti "
PATH,6300,Pathology Rotations,12182,A,"Conant, Joanna Lin"
PATH,6300,Pathology Rotations,14666,B,"Threlkeld, Kirsten Jacqueline"
PATH,6300,Pathology Rotations,14667,C,"Gibson, Pamela C."
PATH,6300,Pathology Rotations,14668,D,"Warrington, Jill "
PATH,6391,Master's Thesis Research,13270,B,"Taatjes, Douglas Joseph"
PATH,6391,Master's Thesis Research,13271,C,"Cunniff, Brian S."
PATH,6391,Master's Thesis Research,14638,D,"Warrington, Jill "
PBIO,1040,Intro to Botany,10366,A,"Tierney, Mary Lauretta"
PBIO,1040,Intro to Botany,10367,A01,"Hill, Laura "
PBIO,1040,Intro to Botany,10368,A02,"Hill, Laura "
PBIO,1040,Intro to Botany,10526,A03,"Hill, Laura "
PBIO,1040,Intro to Botany,10527,A04,"Tierney, Mary Lauretta"
PBIO,1040,Intro to Botany,14425,A05,"Tierney, Mary Lauretta"
PBIO,1990,Intro to Botany without lab,15981,A,"Hill, Laura "
PBIO,2040,Plant Physiology,10351,A,"Stratton, Donald A"
PBIO,2040,Plant Physiology,10352,A01,"Stratton, Donald A"
PBIO,2040,Plant Physiology,10353,A02,"Stratton, Donald A"
PBIO,2990,SL:Nature-Based Solutions,15379,A,"Hill, Laura "
PBIO,2990,Plant Physiology (no lab),15888,B,"Stratton, Donald A"
PBIO,2991,Int: Greenhouse Internship,14564,A,"Harris, Jeanne M."
PBIO,2995,Undergraduate Research,15445,B,"Barrington, David "
PBIO,2995,Undergraduate Research,11907,C,"Keller, Stephen Robert"
PBIO,2995,Undergraduate Research,12115,D,"Harris, Jeanne M."
PBIO,2995,Undergraduate Research,12124,E,"Testo, Weston Lee"
PBIO,2995,Undergraduate Research,12208,F,"Delaney, Terrence P."
PBIO,2995,Undergraduate Research,12243,G,"Tierney, Mary Lauretta"
PBIO,2995,Undergraduate Research,12437,H,"Preston, Jill C"
PBIO,2995,Undergraduate Research,12482,I,"Molofsky, Jane "
PBIO,2995,Undergraduate Research,12732,J,"Lintilhac, Philip M."
PBIO,3880,The Evolution of Development,15376,A,"Preston, Jill C"
PBIO,3990,Advanced Mycology,15382,A,"Delaney, Terrence P."
PBIO,3991,Int: Herbarium Internship,12211,A,"Testo, Weston Lee"
PBIO,3994,Teaching Assistantship,14344,A,"Hill, Laura "
PBIO,3995,Undergraduate Research,11777,B,"Harris, Jeanne M."
PBIO,3995,Undergraduate Research,11870,C,"Keller, Stephen Robert"
PBIO,3995,Undergraduate Research,12193,D,"Lintilhac, Philip M."
PBIO,3995,Undergraduate Research,12207,E,"Delaney, Terrence P."
PBIO,3995,Undergraduate Research,12247,F,"Tierney, Mary Lauretta"
PBIO,3995,Undergraduate Research,12438,G,"Preston, Jill C"
PBIO,3995,Undergraduate Research,12470,H,"Testo, Weston Lee"
PBIO,3995,Undergraduate Research,12962,I,"Hill, Laura "
PBIO,4899,Plant Biology Capstone,13935,A,"Hill, Laura "
PBIO,4996,Honors,10231,A,"Harris, Jeanne M."
PBIO,5820,Botany Seminar,10355,A,"Harris, Jeanne M."
PBIO,5990,Regulation of RootArchitecture,15380,A,"Harris, Jeanne M."
PBIO,5990,Genomic Forecasting Clim. Chg.,15381,B,"Keller, Stephen Robert"
PBIO,5990,Winter Ecology,15378,WW1,"Mazurowski, Jason P"
PBIO,6240,Landscape Inventory&Assessment,15377,A,"Poleman, Walter Mallery"
PBIO,6340,Nature & Science Essays,12322,A,"Brown, Joshua E"
PBIO,6360,Writing for a Popular Audience,15418,A,"Brown, Joshua E"
PBIO,6391,Master's Thesis Research,12117,F,"Harris, Jeanne M."
PBIO,6392,Master's Project Research,12471,A,"Poleman, Walter Mallery"
PBIO,6993,IS:Reading Climate Chg Ecology,15834,A,"Beckage, Brian "
PBIO,6993,Independent Study,15944,B,"Poleman, Walter Mallery"
PBIO,7491,Doctoral Dissertation Research,10432,A,"Barrington, David "
PBIO,7491,Doctoral Dissertation Research,11212,B,"Preston, Jill C"
PBIO,7491,Doctoral Dissertation Research,11213,C,"Harris, Jeanne M."
PBIO,7491,Doctoral Dissertation Research,11214,D,"Molofsky, Jane "
PBIO,7491,Doctoral Dissertation Research,11215,E,"Keller, Stephen Robert"
PBIO,7491,Doctoral Dissertation Research,11216,F,"Tierney, Mary Lauretta"
PBIO,7491,Doctoral Dissertation Research,13567,G,"Testo, Weston Lee"
PBIO,7491,Doctoral Dissertation Research,12121,H,"Beckage, Brian "
PBIO,7491,Doctoral Dissertation Research,12122,I,"Delaney, Terrence P."
PBIO,7491,Doctoral Dissertation Research,12123,J,"Lintilhac, Philip M."
PEAC,1002,Introduction to Meditation,13841,A,"Macadam, Julie M"
PEAC,1002,Introduction to Meditation,14954,B,"Macadam, Julie M"
PEAC,1003,Introduction to Yoga 1-2,11753,A,"Macadam, Julie M"
PEAC,1003,Introduction to Yoga 1-2,11754,B,"Macadam, Julie M"
PEAC,1003,Introduction to Yoga 1-2,14955,C,"Macadam, Julie M"
PEAC,1006,Yoga & Mindfulness,10733,B,"McConnell, John P"
PEAC,1009,Restorative Yoga,10862,A,"Macadam, Julie M"
PEAC,1009,Restorative Yoga,15004,B,"Macadam, Julie M"
PEAC,1012,Dream Yoga,15008,A,"Macadam, Julie M"
PEAC,1012,Dream Yoga,15012,B,"Macadam, Julie M"
PEAC,1100,Yoga & the Chakras,15017,A,"McConnell, John P"
PEAC,1112,Intro to Teaching Yoga,15018,A,"McConnell, John P"
PEAC,1113,Yoga Teacher Training,12332,A,"McConnell, John P"
PEAC,1130,Group Fitness,10731,A,"Reichelt, Justina Wentworth"
PEAC,1131,Personal Fitness,13174,A,"Carey, Cyrus Sailer"
PEAC,1150,Military Fitness,12331,A,"Teeple, Matthew B"
PEAC,1152,Rock Climbing,10728,A,"Charest, Stephen Michael"
PEAC,1152,Rock Climbing,10729,B,"Charest, Stephen Michael"
PEAC,1152,Rock Climbing,10730,C,"Charest, Stephen Michael"
PEAC,1152,Rock Climbing,10827,D,"Charest, Stephen Michael"
PEAC,1160,Pickleball,15019,A,"Dupont, Zachary "
PEAC,1160,Pickleball,15021,B,"Dupont, Zachary "
PEAC,1170,Kickboxing for Self-Defense,10864,A,"Graner, Scott D"
PEAC,1170,Kickboxing for Self-Defense,10866,B,"Graner, Scott D"
PEAC,1171,Adv Kickboxing Self-Defense,13460,A,"Graner, Scott D"
PEAC,1175,Martial Arts: Aikido,12786,A,"Pincus, Benjamin Hal"
PEAC,1188,Scuba,10310,A,"Eddy, Jonathan "
PEAC,1188,Scuba,10310,A,"Eddy, Jonathan "
PEAC,1188,Scuba,10311,B,"Eddy, Jonathan "
PEAC,1188,Scuba,10311,B,"Eddy, Jonathan "
PEAC,1188,Scuba,12327,C,"Eddy, Jonathan "
PEAC,1188,Scuba,12327,C,"Eddy, Jonathan "
PEAC,1188,Scuba,12784,D,"Eddy, Jonathan "
PEAC,1188,Scuba,12784,D,"Eddy, Jonathan "
PEAC,1200,Springboard Diving,15704,A,"Malcolm, Michelle R"
PEAC,1200,Deep Water Aerobics,15705,B,"Hood, Sophie M"
PEAC,1200,Cycling & Beats,15708,C,"Reichelt, Justina Wentworth"
PEAC,1888,Varsity: Men's Basketball,10384,A,"Becker, John "
PEAC,1888,Varsity: Women's Basketball,10383,B,"Kresge, Alisa Lyn"
PEAC,1888,Varsity: Field Hockey,10379,C,"Pfeifer, Katherine D"
PEAC,1888,Varsity: Men's Ice Hockey,10380,D,"Wiedler, Stephen J"
PEAC,1888,Varsity: Women's Ice Hockey,10375,E,"Plumer, James "
PEAC,1888,Varsity: Men's Indoor Track,10381,F,"Belfield, Matthew L"
PEAC,1888,Varsity: Women's Indoor Track,10388,G,"Belfield, Matthew L"
PEAC,1888,Varsity: Women's Lacrosse,10390,H,"Dalton, Sarah Glover"
PEAC,1888,Varsity: Men's Lacrosse,10391,I,"Feifs, Christopher Armand"
PEAC,1888,Varsity: Men's Outdoor Track,10382,J,"Belfield, Matthew L"
PEAC,1888,Varsity: Women's Outdoor Track,10389,K,"Belfield, Matthew L"
PEAC,1888,Varsity: Men's Skiing,10387,L,"Reichelt, William C"
PEAC,1888,Varsity: Women's Skiing,10386,M,"Reichelt, William C"
PEAC,1888,Varsity: Men's Soccer,10378,N,"Dow, Robert C"
PEAC,1888,Varsity: Women's Soccer,10377,O,"Lefebvre, Kristi L"
PEAC,1888,Varsity: Women's Swimming,10385,P,"Cournoyer III, Gerard "
PEAC,1888,Varsity: Men's X Country,10376,Q,"Belfield, Matthew L"
PEAC,1888,Varsity: Women's X Country,10374,R,"Belfield, Matthew L"
PEAC,1889,Club Sports: Alpine Ski,10789,AS,"Sola, Ana "
PEAC,1889,Club Sports: Badminton,10541,B,"Sola, Ana "
PEAC,1889,Club Sports: Baseball,10677,BA,"Sola, Ana "
PEAC,1889,Club Sports: Men's Basketball,10404,BB,"Sola, Ana "
PEAC,1889,Club Sports: Wmn's Basketball,10420,BC,"Sola, Ana "
PEAC,1889,Club Sports: BrazJiuJitsu&Judo,10434,BD,"Sola, Ana "
PEAC,1889,Club Sports: Ballet Viridis,11665,BE,"Sola, Ana "
PEAC,1889,Club Sports: Catamount Dance,10395,C,"Sola, Ana "
PEAC,1889,Club Sports: Kayak Club,10459,CA,"Sola, Ana "
PEAC,1889,Club Sports: Celtic Cats,10661,CB,"Sola, Ana "
PEAC,1889,Club Sports: Cheerleading,10397,CC,"Sola, Ana "
PEAC,1889,Club Sports: Climbing Club,10392,CD,"Sola, Ana "
PEAC,1889,Club Sports: Crew,10398,CE,"Sola, Ana "
PEAC,1889,Club Sports: Cycling,10399,CF,"Sola, Ana "
PEAC,1889,Club Sports: Disc Golf,12483,CG,"Sola, Ana "
PEAC,1889,Club Sports: Dressage,10401,D,"Sola, Ana "
PEAC,1889,Club Sports: Equestrian,10400,E,"Sola, Ana "
PEAC,1889,Club Sports: Fencing,10402,F,"Sola, Ana "
PEAC,1889,Club Sports: Field Hockey,10678,FA,"Sola, Ana "
PEAC,1889,Club Sports: Figure Skating,10403,FB,"Sola, Ana "
PEAC,1889,Club Sports: Football,10510,FC,"Sola, Ana "
PEAC,1889,Club Sports: Freestyle Ski,10427,FD,"Sola, Ana "
PEAC,1889,Club Sports: Golf,10405,G,"Sola, Ana "
PEAC,1889,Club Sports: Gymnastics,10426,GA,"Sola, Ana "
PEAC,1889,Club Sports: Hoop Dancing,10458,H,"Sola, Ana "
PEAC,1889,Club Sports: Jazbaa,11872,HA,"Sola, Ana "
PEAC,1889,Club Sports: Men's Ice Hockey,10406,I,"Sola, Ana "
PEAC,1889,Club Sports: Wmn's Ice Hockey,10421,IA,"Sola, Ana "
PEAC,1889,Club Sports: Men's Lacrosse,10407,LA,"Sola, Ana "
PEAC,1889,Club Sports: Women's Lacrosse,10422,LB,"Sola, Ana "
PEAC,1889,Club Sports: Nordic Ski,10788,N,"Sola, Ana "
PEAC,1889,Club Sports: Olympic Lifting,12666,NA,"Sola, Ana "
PEAC,1889,Club Sports: Orchesis Dance,10413,O,"Sola, Ana "
PEAC,1889,Club Sports: Quidditch,10784,Q,"Sola, Ana "
PEAC,1889,Club Sports: Roller Hockey,10414,RA,"Sola, Ana "
PEAC,1889,Club Sports:Rock Climbing Team,11871,RAA,"Sola, Ana "
PEAC,1889,Club Sports: Men's Rugby,10408,RB,"Sola, Ana "
PEAC,1889,Club Sports: Women's Rugby,10423,RC,"Sola, Ana "
PEAC,1889,Club Sports: Running,10464,RE,"Sola, Ana "
PEAC,1889,Club Sports: Sailing,10415,S,"Sola, Ana "
PEAC,1889,Club Sports: Salsa Society,10416,SA,"Sola, Ana "
PEAC,1889,Club Sports: Shooting Sports,10533,SB,"Sola, Ana "
PEAC,1889,Club Sports: Snowboard,10417,SC,"Sola, Ana "
PEAC,1889,Club Sports: Men's Soccer,10412,SD,"Sola, Ana "
PEAC,1889,Club Sports: Women's Soccer,10424,SE,"Sola, Ana "
PEAC,1889,Club Sports: Softball,10679,SF,"Sola, Ana "
PEAC,1889,Club Sports:Springboard Diving,12250,SFF,"Sola, Ana "
PEAC,1889,Club Sports: Squash,10428,SG,"Sola, Ana "
PEAC,1889,Club Sports: Swimming,10409,SH,"Sola, Ana "
PEAC,1889,Club Sports: Taekwon Do,10418,T,"Sola, Ana "
PEAC,1889,Club Sports: Triathlon,10419,TA,"Sola, Ana "
PEAC,1889,Club Sports: Tennis,10463,TB,"Sola, Ana "
PEAC,1889,Club Sports: Table Tennis,13020,TBB,"Sola, Ana "
PEAC,1889,Club Sports: Men's Ult Frisbee,10410,U,"Sola, Ana "
PEAC,1889,Club Sports: Wmn's Ult Frisbee,10425,UA,"Sola, Ana "
PEAC,1889,Club Sports: UVM Dance,10396,UC,"Sola, Ana "
PEAC,1889,Club Sports: Men's Volleyball,10411,V,"Sola, Ana "
PEAC,1889,Club Sports: Wmn's Volleyball,10433,VA,"Sola, Ana "
PEAC,1889,Club Sports: Water Polo,10680,W,"Sola, Ana "
PEAC,1889,Club Sports: Woodsmen Team,12257,WA,"Sola, Ana "
PEAC,1889,Club Sports: Dance Force Club,13554,X,"Sola, Ana "
PH,2000,Careers in Public Health,13466,WQ1,"O'Sullivan, Laura E"
PH,6010,Public Health & Health Policy,13191,OL1,"Kalinkowitz, Benjamin A"
PH,6020,Epidemiology I,13296,OL1,"Meddaugh, Paul R"
PH,6030,Biostatistics I:App Rsch in PH,12181,OL1,"Khan, Shamima "
PH,6040,Environmental Public Health,12282,OL1,"O'Sullivan, Laura E"
PH,6060,Social&Behavioral Public Hlth,10941,OL1,"O'Brien, Mykayla E."
PH,6070,Epidemiology 2,11851,OL1,"de Jager, Elzerie Catharina"
PH,6080,Environmental Public Health 2,10942,OL1,"Griffin, Thomas Edward"
PH,6090,Public Health Biostatistics II,13656,OL1,"Khan, Shamima "
PH,6110,Global Public Health,13657,OL1,"Maltby, Hendrika J"
PH,6170,Mgmt in Hlth Services&Med Care,11805,OL1,"O'Brien, Mykayla E."
PH,6220,One Health: Zoonoses,12767,OL1,"Eidson, Millicent E"
PH,6260,Legal Issues in Health Care,13658,OL1,"Zamboni, Joseph Z"
PH,6920,Culminating Project Experience,10957,OL1,"Delaney, Thomas V"
PH,6920,Culminating Project Experience,12663,OL3,"O'Brien, Mykayla E."
PHIL,1010,FYS: Art and Aesthetics,15297,A,"Ashooh, Michael Xavier"
PHIL,1010,FYS:God  Morality  & Free Will,15322,B,"Moyer, Mark Miller"
PHIL,1110,God  Morality  Mind,15310,A,"deRosset, Louis H"
PHIL,1400,Introduction to Logic,15299,A,"Weiner, Matthew C."
PHIL,1400,Introduction to Logic,15313,B,"Moyer, Mark Miller"
PHIL,1400,Introduction to Logic,15319,C,"Moyer, Mark Miller"
PHIL,1548,Marginalized Ident & Priv,15320,A,"Nolfi, Katherine E H"
PHIL,1548,Marginalized Ident & Priv,15321,B,"Nolfi, Katherine E H"
PHIL,1630,Environmental Ethics,15296,A,"Ashooh, Michael Xavier"
PHIL,1635,Ethics of Eating,15295,A,"Doggett, Tyler Carrington"
PHIL,1750,Philosophy East & West,15301,A,"Chan, Sin Yee"
PHIL,2400,Intermediate Logic,15520,A,"Weiner, Matthew C."
PHIL,2470,Philosophy of Language,15314,A,"deRosset, Louis H"
PHIL,2560,Phil of Law Jurisprudence,15307,A,"Loeb, Don "
PHIL,2630,Ethics of Climate Change,15298,A,"Ashooh, Michael Xavier"
PHIL,2725,History of Modern Philosophy,15316,A,"Cuneo, Terence D."
